next,productId,year,month,units,avg,count,max,min,prev,price,color,size,shape,agram,bgram,ygram,zgram
641,2217,2017,8,614,25,24,98,1,1225,1.45,,,,gardeners,kneeling,cup,tea
681,2217,2017,9,641,29,22,262,3,614,1.45,,,,gardeners,kneeling,cup,tea
1195,2217,2017,10,681,26,26,69,2,641,1.45,,,,gardeners,kneeling,cup,tea
799,2218,2017,6,1022,39,26,134,1,673,1.65,,,,gardeners,kneeling,pad,calm
608,2218,2017,7,799,34,23,257,1,1022,1.65,,,,gardeners,kneeling,pad,calm
1010,2218,2017,8,608,25,24,96,1,799,1.65,,,,gardeners,kneeling,pad,calm
1019,2218,2017,9,1010,43,23,258,2,608,1.65,,,,gardeners,kneeling,pad,calm
2161,2218,2017,10,1019,40,25,142,1,1010,1.65,,,,gardeners,kneeling,pad,calm
198,2219,2017,6,156,9,16,48,1,146,0.79,,,,kneeling,mat,,housework
125,2219,2017,7,198,11,18,96,1,156,0.79,,,,kneeling,mat,,housework
100,2219,2017,8,125,8,14,24,1,198,0.79,,,,kneeling,mat,,housework
95,2219,2017,9,100,9,11,15,2,125,0.79,,,,kneeling,mat,,housework
235,2219,2017,10,95,7,13,16,1,100,0.79,,,,kneeling,mat,,housework
376,2223,2017,7,694,28,24,157,1,942,1.45,,,,pantry,paper,,doilies
430,2223,2017,8,376,18,20,48,1,694,1.45,,,,pantry,paper,,doilies
202,2223,2017,9,430,25,17,158,3,376,1.45,,,,pantry,paper,,doilies
47,2223,2017,10,202,16,12,63,3,430,1.45,,,,pantry,paper,,doilies
1634,2224,2017,7,2565,106,24,582,2,2123,0.55,,,,pantry,,,cake
1734,2224,2017,8,1634,74,22,291,4,2565,0.55,,,,pantry,,,cake
2170,2224,2017,9,1734,66,26,264,4,1634,0.55,,,,pantry,,,cake
793,2224,2017,10,2170,90,24,624,3,1734,0.55,,,,pantry,,,cake
964,2225,2017,7,1333,66,20,533,2,1117,0.55,,,vintage,leaf,,,cake
583,2225,2017,8,964,48,20,168,12,1333,0.55,,,vintage,leaf,,,cake
1038,2225,2017,9,583,25,23,76,1,964,0.55,,,vintage,leaf,,,cake
433,2225,2017,10,1038,47,22,361,2,583,0.55,,,vintage,leaf,,,cake
746,2226,2017,7,1469,66,22,480,1,886,0.55,,,,love,london,,cake
996,2226,2017,8,746,35,21,195,1,1469,0.55,,,,love,london,,cake
1648,2226,2017,9,996,45,22,244,3,746,0.55,,,,love,london,,cake
1164,2226,2017,10,1648,78,21,648,1,996,0.55,,,,love,london,,cake
1260,2227,2017,7,2046,107,19,324,36,1188,0.42,,,,bubblegum,,,ring
2629,2227,2017,8,1260,96,13,252,36,2046,0.42,,,,bubblegum,,,ring
2210,2227,2017,9,2629,154,17,972,1,1260,0.42,,,,bubblegum,,,ring
2086,2227,2017,10,2210,110,20,468,1,2629,0.42,,,,bubblegum,,,ring
350,2228,2017,8,120,10,11,36,6,61,2.55,,,christmas-vintage,stocking,,,
703,2228,2017,9,350,16,21,54,2,120,2.55,,,christmas-vintage,stocking,,,
781,2228,2017,10,703,27,26,72,9,350,2.55,,,christmas-vintage,stocking,,,
272,2229,2017,8,202,16,12,100,2,12,4.15,,,christmas-vintage,gift,,,sack
349,2229,2017,9,272,15,18,36,4,202,4.15,,,christmas-vintage,gift,,,sack
403,2229,2017,10,349,14,24,100,2,272,4.15,,,christmas-vintage,gift,,,sack
474,2230,2017,8,302,15,19,70,1,60,4.95,,,christmas-vintage,bunting,,,
538,2230,2017,9,474,23,20,167,1,302,4.95,,,christmas-vintage,bunting,,,
1066,2230,2017,10,538,22,24,79,1,474,4.95,,,christmas-vintage,bunting,,,
81,2231,2017,8,124,15,8,100,2,5,12.5,,,christmas-vintage,tablecloth,,,
87,2231,2017,9,81,5,14,12,1,124,12.5,,,christmas-vintage,tablecloth,,,
77,2231,2017,10,87,4,19,10,2,81,12.5,,,christmas-vintage,tablecloth,,,
48,2232,2017,7,42,3,12,18,1,5,9.95,ivory,,,refectory,,,clock
38,2232,2017,8,48,3,15,14,1,42,9.95,ivory,,,refectory,,,clock
24,2232,2017,9,38,5,7,24,1,48,9.95,ivory,,,refectory,,,clock
40,2232,2017,10,24,2,9,4,1,38,9.95,ivory,,,refectory,,,clock
38,2233,2017,7,42,3,12,12,1,2,9.95,red,,,refectory,,,clock
47,2233,2017,8,38,3,12,14,2,42,9.95,red,,,refectory,,,clock
41,2233,2017,9,47,3,15,12,1,38,9.95,red,,,refectory,,,clock
42,2233,2017,10,41,3,12,14,1,47,9.95,red,,,refectory,,,clock
26,2234,2017,7,29,2,10,8,2,3,9.95,blue,,,refectory,,,clock
21,2234,2017,8,26,2,10,4,1,29,9.95,blue,,,refectory,,,clock
39,2234,2017,9,21,3,6,12,1,26,9.95,blue,,,refectory,,,clock
36,2234,2017,10,39,3,10,13,1,21,9.95,blue,,,refectory,,,clock
765,2235,2017,8,273,22,12,96,2,141,2.49,,mini,vintage,crackers,,,
1059,2235,2017,9,765,38,20,155,2,273,2.49,,mini,vintage,crackers,,,
1189,2235,2017,10,1059,44,24,192,1,765,2.49,,mini,vintage,crackers,,,
874,2236,2017,8,195,13,15,54,3,97,2.49,,mini,,crackers,,,
965,2236,2017,9,874,43,20,171,6,195,2.49,,mini,,crackers,,,
1228,2236,2017,10,965,37,26,165,1,874,2.49,,mini,,crackers,,,
590,2237,2017,8,165,13,12,48,1,151,1.25,,giant,christmas,cracker,,,
584,2237,2017,9,590,31,19,97,12,165,1.25,,giant,christmas,cracker,,,
790,2237,2017,10,584,26,22,51,2,590,1.25,,giant,christmas,cracker,,,
708,2238,2017,7,525,20,26,46,2,290,1.65,white,small,heart,wicker,,,
765,2238,2017,8,708,29,24,76,4,525,1.65,white,small,heart,wicker,,,
743,2238,2017,9,765,30,25,91,4,708,1.65,white,small,heart,wicker,,,
1077,2238,2017,10,743,29,25,140,2,765,1.65,white,small,heart,wicker,,,
451,2239,2017,7,286,12,23,42,1,202,2.95,white,,heart,wicker,,,
561,2239,2017,8,451,18,24,50,1,286,2.95,white,,heart,wicker,,,
563,2239,2017,9,561,25,22,93,2,451,2.95,white,,heart,wicker,,,
776,2239,2017,10,563,22,25,137,1,561,2.95,white,,heart,wicker,,,
110,2240,2017,7,49,6,8,18,2,11,2.1,white,,star,wicker,,,
265,2240,2017,8,110,5,19,28,1,49,2.1,white,,star,wicker,,,
329,2240,2017,9,265,12,22,46,1,110,2.1,white,,star,wicker,,,
527,2240,2017,10,329,13,25,36,2,265,2.1,white,,star,wicker,,,
28,2241,2017,9,176,19,9,49,1,130,2.08,strawberry,,,rustic,jam,,pot
47,2241,2017,10,28,7,4,12,2,176,2.08,strawberry,,,rustic,jam,,pot
110,2242,2017,9,182,18,10,48,8,84,1.65,strawberry,small,,rustic,jam,,pot
68,2242,2017,10,110,22,5,48,2,182,1.65,strawberry,small,,rustic,jam,,pot
664,2243,2017,9,792,60,13,144,20,1249,0.63,coloured,mini,,hanging,,,
179,2243,2017,10,664,83,8,240,36,792,0.63,coloured,mini,,hanging,,,
312,2244,2017,9,675,75,9,240,48,381,0.63,clear,mini,,hanging,,,
290,2244,2017,10,312,62,5,246,1,675,0.63,clear,mini,,hanging,,,
429,2245,2017,9,458,18,25,59,4,456,3.75,,,,school,milk,,crate
501,2245,2017,10,429,17,25,56,1,458,3.75,,,,school,milk,,crate
389,2246,2017,9,416,18,22,84,2,312,1.65,,,heart,decorative,,,wicker
482,2246,2017,10,389,16,23,66,2,416,1.65,,,heart,decorative,,,wicker
322,2247,2017,9,507,25,20,135,1,214,1.25,,medium,heart,decorative,,,wicker
666,2247,2017,10,322,14,23,31,1,507,1.25,,medium,heart,decorative,,,wicker
182,2248,2017,9,486,37,13,96,1,372,0.63,,small,heart,decorative,,,wicker
362,2248,2017,10,182,20,9,61,3,486,0.63,,small,heart,decorative,,,wicker
461,2249,2017,9,517,23,22,84,1,300,1.65,ivory,,heart,wicker,,,
545,2249,2017,10,461,20,22,66,4,517,1.65,ivory,,heart,wicker,,,
367,2250,2017,9,474,22,21,65,1,295,1.25,ivory,medium,heart,wicker,,,
787,2250,2017,10,367,15,23,35,1,474,1.25,ivory,medium,heart,wicker,,,
311,2251,2017,9,793,52,15,96,2,498,0.63,ivory,small,heart,wicker,,,
475,2251,2017,10,311,28,11,92,1,793,0.63,ivory,small,heart,wicker,,,
21,2252,2017,7,116,14,8,56,1,20,2.08,ivory,,,egg,frying,,pan
41,2252,2017,8,21,3,6,6,2,116,2.08,ivory,,,egg,frying,,pan
56,2252,2017,9,41,3,11,8,1,21,2.08,ivory,,,egg,frying,,pan
69,2252,2017,10,56,5,11,12,1,41,2.08,ivory,,,egg,frying,,pan
11,2253,2017,7,25,5,5,15,1,6,2.08,pink,,,egg,frying,,pan
66,2253,2017,8,11,2,4,6,1,25,2.08,pink,,,egg,frying,,pan
35,2253,2017,9,66,6,10,18,1,11,2.08,pink,,,egg,frying,,pan
23,2253,2017,10,35,4,8,14,1,66,2.08,pink,,,egg,frying,,pan
19,2254,2017,7,15,3,4,12,1,7,2.08,,,,egg,frying,pan,mint
24,2254,2017,8,19,3,6,6,1,15,2.08,,,,egg,frying,pan,mint
33,2254,2017,9,24,3,7,11,1,19,2.08,,,,egg,frying,pan,mint
50,2254,2017,10,33,3,9,8,1,24,2.08,,,,egg,frying,pan,mint
30,2255,2017,7,73,12,6,62,1,21,2.08,red,,,egg,frying,,pan
67,2255,2017,8,30,5,6,13,1,73,2.08,red,,,egg,frying,,pan
43,2255,2017,9,67,6,11,18,1,30,2.08,red,,,egg,frying,,pan
82,2255,2017,10,43,3,12,14,1,67,2.08,red,,,egg,frying,,pan
12,2256,2017,7,20,6,3,18,1,5,2.08,blue,,,egg,frying,,pan
32,2256,2017,8,12,3,4,6,1,20,2.08,blue,,,egg,frying,,pan
29,2256,2017,9,32,3,9,6,1,12,2.08,blue,,,egg,frying,,pan
42,2256,2017,10,29,2,10,10,1,32,2.08,blue,,,egg,frying,,pan
1109,2257,2017,8,323,35,9,240,2,6,1.65,,,christmas-vintage,cake,,,frill
794,2257,2017,9,1109,61,18,492,4,323,1.65,,,christmas-vintage,cake,,,frill
182,2257,2017,10,794,39,20,240,4,1109,1.65,,,christmas-vintage,cake,,,frill
31,2258,2017,7,36,2,13,10,1,9,8.5,pink,,,diner,wall,,clock
82,2258,2017,8,31,3,10,14,1,36,8.5,pink,,,diner,wall,,clock
49,2258,2017,9,82,6,13,40,1,31,8.5,pink,,,diner,wall,,clock
34,2258,2017,10,49,4,12,14,1,82,8.5,pink,,,diner,wall,,clock
44,2259,2017,7,47,2,16,10,1,12,8.5,,,,mint,diner,wall,clock
132,2259,2017,8,44,2,16,6,1,47,8.5,,,,mint,diner,wall,clock
69,2259,2017,9,132,6,20,40,1,44,8.5,,,,mint,diner,wall,clock
55,2259,2017,10,69,3,20,14,1,132,8.5,,,,mint,diner,wall,clock
426,2260,2017,7,71,7,9,10,1,117,1.79,,jumbo,christmas-vintage,bag,,,
1292,2260,2017,8,426,32,13,230,3,71,1.79,,jumbo,christmas-vintage,bag,,,
1044,2260,2017,9,1292,53,24,222,3,426,1.79,,jumbo,christmas-vintage,bag,,,
1506,2260,2017,10,1044,45,23,211,1,1292,1.79,,jumbo,christmas-vintage,bag,,,
549,2261,2017,7,446,23,19,200,1,20,1.79,,jumbo,christmas,bag,,,
1613,2261,2017,8,549,24,22,130,2,446,1.79,,jumbo,christmas,bag,,,
2336,2261,2017,9,1613,64,25,216,10,549,1.79,,jumbo,christmas,bag,,,
2972,2261,2017,10,2336,93,25,292,3,1613,1.79,,jumbo,christmas,bag,,,
615,2262,2017,8,945,45,21,224,1,67,1.25,,,,dolly,girl,,beaker
549,2262,2017,9,615,34,18,400,1,945,1.25,,,,dolly,girl,,beaker
148,2262,2017,10,549,34,16,407,1,615,1.25,,,,dolly,girl,,beaker
637,2263,2017,8,931,44,21,212,1,66,1.25,,,,spaceboy,,,beaker
632,2263,2017,9,637,42,15,412,3,931,1.25,,,,spaceboy,,,beaker
254,2263,2017,10,632,31,20,412,2,637,1.25,,,,spaceboy,,,beaker
363,2264,2017,8,270,13,20,108,1,18,1.25,,,,love,london,,beaker
45,2264,2017,9,363,25,14,212,1,270,1.25,,,,love,london,,beaker
105,2264,2017,10,45,5,9,16,1,363,1.25,,,,love,london,,beaker
258,2265,2017,9,183,9,19,54,1,42,2.08,,childrens,,toy,cooking,,utensil
191,2265,2017,10,258,11,22,40,1,183,2.08,,childrens,,toy,cooking,,utensil
959,2266,2017,9,625,31,20,84,1,122,1.25,,,christmas-vintage,roll,,,wrap
945,2266,2017,10,959,39,24,170,3,625,1.25,,,christmas-vintage,roll,,,wrap
726,2267,2017,9,604,26,23,96,1,233,1.25,,,spot-vintage,roll,,,wrap
813,2267,2017,10,726,30,24,84,6,604,1.25,,,spot-vintage,roll,,,wrap
1073,2268,2017,9,512,28,18,72,4,189,1.25,,,christmas,roll,,,wrap
1117,2268,2017,10,1073,41,26,182,4,512,1.25,,,christmas,roll,,,wrap
520,2269,2017,9,382,27,14,42,4,144,1.25,red,,christmas,roll,,,wrap
443,2269,2017,10,520,23,22,84,2,382,1.25,red,,christmas,roll,,,wrap
1247,2270,2017,9,738,36,20,123,3,408,0.83,,,christmas-vintage,gift,,,tags
1156,2270,2017,10,1247,47,26,150,4,738,0.83,,,christmas-vintage,gift,,,tags
1283,2271,2017,9,732,34,21,108,3,204,0.83,,,christmas,gift,,,tags
991,2271,2017,10,1283,51,25,288,6,732,0.83,,,christmas,gift,,,tags
1317,2272,2017,9,1322,50,26,144,8,121,4.95,,,,hot,water,,calm
2094,2272,2017,10,1317,50,26,316,2,1322,4.95,,,,hot,water,,calm
502,2273,2017,9,592,22,26,70,2,37,5.95,,,,love,hot,,water
1071,2273,2017,10,502,19,26,45,2,592,5.95,,,,love,hot,,water
91,2274,2017,9,156,8,18,48,1,1,1.65,,,,hot,water,sex,bomb
114,2274,2017,10,91,5,17,28,1,156,1.65,,,,hot,water,sex,bomb
74,2275,2017,9,188,11,16,60,1,7,1.25,,,,hot,stuff,hot,water
142,2275,2017,10,74,7,10,18,1,188,1.25,,,,hot,stuff,hot,water
206,2276,2017,9,290,22,13,72,12,239,1.95,lights,,vintage,doily,,,
218,2276,2017,10,206,14,14,36,4,290,1.95,lights,,vintage,doily,,,
271,2277,2017,9,373,23,16,90,1,296,1.95,,,vintage,candles,,,doily
201,2277,2017,10,271,15,17,41,1,373,1.95,,,vintage,candles,,,doily
648,2278,2017,10,493,29,17,76,2,330,0.65,colour,,,pencils,love,,london
942,2279,2017,10,521,26,20,57,2,241,0.65,colouring,,,pencils,,,doily
1072,2280,2017,10,1098,42,26,419,4,333,0.65,colour,,,pencils,,,spaceboy
760,2281,2017,10,1049,43,24,403,1,225,0.65,colour,,,pencils,dolly,,girl
313,2282,2017,10,317,15,20,129,1,184,1.25,colour,,,pencils,love,,london
432,2283,2017,10,659,34,19,132,2,166,1.25,colouring,,,pencils,,,doily
679,2284,2017,10,570,27,21,146,2,187,1.25,colour,,,pencils,,,spaceboy
581,2285,2017,10,533,26,20,148,2,130,1.25,colour,,,pencils,dolly,,girl
639,2286,2017,9,535,35,15,220,5,69,0.82,,,christmas-vintage,paper,gift,,bag
286,2286,2017,10,639,39,16,260,4,535,0.82,,,christmas-vintage,paper,gift,,bag
629,2287,2017,9,895,47,19,240,10,147,0.82,red,,spot,paper,gift,,bag
460,2287,2017,10,629,41,15,230,5,895,0.82,red,,spot,paper,gift,,bag
652,2288,2017,9,271,19,14,40,6,30,0.82,,,christmas,paper,gift,,bag
340,2288,2017,10,652,32,20,220,4,271,0.82,,,christmas,paper,gift,,bag
794,2289,2017,10,649,34,19,84,3,1018,0.39,,,christmas-vintage,tissue,,,
239,2290,2017,10,402,25,16,75,1,548,0.39,,,,dolly,girl,,tissues
905,2291,2017,10,795,37,21,96,4,1548,0.39,,,christmas,tissues,,,
145,2292,2017,10,733,61,12,432,1,283,0.39,red,,apple,tissues,,,
380,2293,2017,10,509,29,17,156,1,1136,0.39,,,vintage,doily,,,tissues
145,2294,2017,10,314,19,16,72,1,954,0.39,,,vintage,leaf,,,tissues
156,2296,2017,10,372,18,20,117,1,234,4.15,,mini,,woodland,,,backpack
294,2297,2017,10,431,18,23,115,1,278,4.15,,mini,,spaceboy,,,backpack
95,2298,2017,10,356,17,20,119,1,192,4.15,,mini,,dolly,girl,,backpack
142,2299,2017,10,52,3,14,8,1,146,4.15,,mini,,love,london,,backpack
142,2300,2017,10,201,15,13,115,1,220,2.08,,,,spaceboy,rocket,lolly,makers
230,2301,2017,10,215,8,24,21,2,288,3.75,,,,home,sweet,cushion,cover
162,2302,2017,10,93,5,18,16,1,124,3.75,,,,poste,france,cushion,cover
219,2303,2017,10,209,9,21,54,1,209,3.75,,,,belle,jardiniere,cushion,cover
190,2304,2017,10,214,9,23,52,1,179,3.75,,,,jardin,botanique,cushion,cover
152,2305,2017,10,118,5,22,31,1,162,9.95,,,,foot,stool,sweet,home
135,2306,2017,10,138,10,13,36,1,247,0.85,,,heart,hanging,,,bonheur
456,2307,2017,10,489,21,23,60,2,859,0.85,,,heart,home,sweet,home,hanging
30,2308,2017,10,323,17,18,129,1,92,6.25,,,,shelf,hooks,sweet,home
37,2309,2017,10,193,19,10,136,2,66,4.15,,,heart,rustic,mirror,,lace
45,2310,2017,10,110,7,14,48,1,115,3.75,,,,home,sweet,peg,hanger
196,2311,2017,10,246,11,21,133,1,126,3.75,,,,letter,holder,sweet,home
281,2312,2017,10,372,16,22,111,1,139,3.26,,,,home,sweet,home,blackboard
64,2313,2017,10,103,8,12,28,1,54,4.95,,,,home,sweet,drawer,cabinet
189,2314,2017,10,174,10,17,128,1,60,6.25,,,,home,sweet,key,holder
74,2315,2017,10,78,3,20,16,1,78,9.95,,,,trays,home,sweet,home
96,2316,2017,10,63,5,11,18,1,138,2.08,,small,,photo,frame,linen,lace
40,2317,2017,10,73,8,9,18,1,83,3.75,,,,photo,frame,linen,lace
4,2318,2017,10,14,2,6,6,1,18,8.15,,,,curio,cabinet,linen,lace
30,2319,2017,10,63,6,10,24,1,118,4.95,,,,trellis,coat,,rack
29,2321,2017,10,60,5,11,18,1,55,4.95,,,vintage,decorative,,,coffee
44,2322,2017,10,39,2,14,7,1,56,9.95,zinc,,,sign,,,home
104,2323,2017,10,76,7,10,15,1,41,0.39,,,,home,sweet,home,hook
10,2324,2017,10,14,7,2,12,2,61,0.39,,,,chambre,,,hook
17,2325,2017,10,16,4,4,12,1,33,0.39,,,,bathroom,,,hook
63,2326,2017,10,186,12,15,60,1,254,2.08,,,,toilette,,,
93,2327,2017,10,150,8,17,24,1,178,2.08,,,,home,sweet,,home
30,2328,2017,10,69,8,8,15,2,48,2.08,,,,pantry,hook,tea,strainer
36,2329,2017,10,45,6,7,12,2,60,2.08,,,,pantry,hook,,spatula
40,2330,2017,10,70,7,9,15,1,72,2.08,,,,pantry,hook,balloon,whisk
57,2331,2017,10,40,4,9,10,1,98,3.75,,,,pantry,hook,pin,hanger
85,2332,2017,10,147,8,18,32,1,161,4.95,,,gingham,recipe,,,book
31,2333,2017,10,45,7,6,18,3,70,0.79,,,,storage,home,sweet,home
409,2334,2017,10,387,16,23,84,1,363,2.89,,,,sign,drop,,pants
11,2335,2017,10,120,6,19,60,1,93,12.5,,,,stool,home,sweet,home
215,2339,2017,9,444,22,20,48,12,600,0.83,,,hearts,hanging,,,quilted
161,2339,2017,10,215,17,12,24,12,444,0.83,,,hearts,hanging,,,quilted
264,2340,2017,9,819,43,19,156,12,12,0.83,,,hearts,pretty,hanging,,quilted
131,2340,2017,10,264,24,11,84,12,819,0.83,,,hearts,pretty,hanging,,quilted
253,2341,2017,9,625,32,19,180,12,72,0.83,,,apples,hanging,quilted,,patchwork
237,2341,2017,10,253,18,14,48,5,625,0.83,,,apples,hanging,quilted,,patchwork
736,2342,2017,10,500,26,19,62,3,460,0.79,,,christmas,raffia,,,ribbons
132,2343,2017,10,165,13,12,30,5,346,0.79,,,christmas-vintage,raffia,,,ribbons
986,2344,2017,9,427,30,14,140,3,192,1.25,,,christmas-vintage,gift,,,bag
284,2344,2017,10,986,49,20,448,2,427,1.25,,,christmas-vintage,gift,,,bag
1005,2345,2017,9,341,26,13,64,12,24,1.25,,,christmas,gift,,,bag
485,2345,2017,10,1005,45,22,436,8,341,1.25,,,christmas,gift,,,bag
820,2346,2017,9,418,27,15,60,5,80,1.25,red,,spot,gift,,,bag
397,2346,2017,10,820,63,13,436,1,418,1.25,red,,spot,gift,,,bag
834,2347,2017,9,1072,48,22,211,1,13,2.1,red,,heart-warmer,hand,,,love
1365,2347,2017,10,834,33,25,224,2,1072,2.1,red,,heart-warmer,hand,,,love
11,2351,2017,6,9,1,7,2,1,1,15,,,,day,,,carriage
9,2351,2017,7,11,1,8,2,1,9,15,,,,day,,,carriage
6,2351,2017,8,9,1,8,2,1,11,15,,,,day,,,carriage
8,2351,2017,9,6,1,5,2,1,9,15,,,,day,,,carriage
25,2351,2017,10,8,1,8,1,1,6,15,,,,day,,,carriage
840,2352,2017,9,1079,56,19,260,20,108,0.83,cream,,,ice,,,bubbles
480,2352,2017,10,840,52,16,200,20,1079,0.83,cream,,,ice,,,bubbles
78,2367,2017,10,122,5,21,15,1,1,4.15,,,bird,sweetheart,,,house
25,2372,2017,10,20,2,7,4,1,2,8.25,,,bird,tuscan,villa,dovecote,feeder
95,2375,2017,10,204,10,20,84,1,7,4.15,,small,bird,card,holder,,love
19,2377,2017,10,41,3,12,8,1,2,9.95,,,,drawer,office,,tidy
44,2390,2017,10,114,11,10,48,2,8,2.89,light,,heart,trellis,triple,,holder
1653,2398,2017,10,1221,46,26,230,3,259,1.95,,,vintage,doily,travel,,sewing
320,2399,2017,10,248,11,21,41,1,22,5.95,,,vintage,doily,,,sewing
225,2407,2017,10,332,17,19,100,1,98,1.25,,,vintage,playing,cards,,doily
1061,2408,2017,10,1389,53,26,166,4,757,1.25,,,,playing,cards,calm,carry
529,2409,2017,10,707,30,23,74,2,329,1.25,,,,playing,cards,union,jack
411,2410,2017,10,428,20,21,207,1,145,1.25,,,,playing,cards,love,london
540,2411,2017,10,1914,87,22,500,1,127,0.42,,mini,,playing,cards,,spaceboy
1142,2412,2017,10,1372,65,21,523,1,281,0.42,,mini,,playing,cards,buffalo,bill
430,2413,2017,10,1774,80,22,500,1,197,0.42,,mini,,playing,cards,dolly,girl
100,2414,2017,10,811,45,18,520,1,119,0.42,,mini,,playing,cards,,fair
1110,2415,2017,10,1025,42,24,255,2,145,0.42,,mini,,playing,cards,,gymkhana
108,2416,2017,10,316,15,20,144,1,87,2.08,,,,embroidered,ribbon,reel,emily
61,2417,2017,10,365,26,14,156,1,42,2.08,,,,embroidered,ribbon,reel,rosie
69,2418,2017,10,391,24,16,154,1,74,2.08,,,,embroidered,ribbon,reel,susie
116,2419,2017,10,251,15,16,144,1,72,2.08,,,,embroidered,ribbon,reel,sally
83,2420,2017,10,390,26,15,158,1,61,2.08,,,daisy,embroidered,ribbon,,reel
31,2421,2017,10,210,14,15,84,1,32,3.75,,,,embroidered,ribbon,reel,sophie
49,2422,2017,10,215,14,15,108,1,41,2.89,,,,embroidered,ribbon,reel,rebecca
30,2423,2017,10,271,19,14,103,1,45,2.89,,,,embroidered,ribbon,reel,rachel
27,2424,2017,10,156,26,6,72,1,36,3.75,,,,embroidered,ribbon,reel,claire
13,2425,2017,10,102,12,8,84,1,44,3.75,,,,embroidered,ribbon,reel,ruby
500,2450,2017,8,450,45,10,200,25,250,0.42,red,,vintage,wrap,,,doily
625,2450,2017,9,500,38,13,100,25,450,0.42,red,,vintage,wrap,,,doily
450,2450,2017,10,625,44,14,150,25,500,0.42,red,,vintage,wrap,,,doily
650,2451,2017,8,725,42,17,150,25,325,0.42,,,,wrap,,,park
650,2451,2017,9,650,36,18,75,25,725,0.42,,,,wrap,,,park
675,2451,2017,10,650,40,16,75,25,650,0.42,,,,wrap,,,park
450,2452,2017,8,400,33,12,75,25,175,0.42,,,flower,wrap,,,shop
250,2452,2017,9,450,32,14,75,25,400,0.42,,,flower,wrap,,,shop
175,2452,2017,10,250,31,8,50,25,450,0.42,,,flower,wrap,,,shop
275,2453,2017,8,300,37,8,50,25,200,0.42,,,,wrap,magic,,forest
75,2453,2017,9,275,30,9,50,25,300,0.42,,,,wrap,magic,,forest
175,2453,2017,10,75,25,3,25,25,275,0.42,,,,wrap,magic,,forest
300,2454,2017,8,200,33,6,50,25,225,0.42,,,bird,wrap,,,garden
325,2454,2017,9,300,27,11,50,25,200,0.42,,,bird,wrap,,,garden
200,2454,2017,10,325,32,10,50,25,300,0.42,,,bird,wrap,,,garden
375,2455,2017,8,550,45,12,225,25,325,0.42,,,,wrap,alphabet,,poster
325,2455,2017,9,375,37,10,75,25,550,0.42,,,,wrap,alphabet,,poster
250,2455,2017,10,325,46,7,100,25,375,0.42,,,,wrap,alphabet,,poster
296,2456,2017,10,459,28,16,108,2,760,0.39,,,,park,,,tissues
83,2464,2017,10,227,13,17,54,1,193,2.08,,,,woodland,bunnies,lolly,makers
5,2476,2017,8,1,1,1,1,1,1,7.5,,,,charge,,,
1,2476,2017,9,5,1,4,2,1,1,7.5,,,,charge,,,
5,2476,2017,10,1,1,1,1,1,5,7.5,,,,charge,,,
2,2499,2017,2,6,6,1,6,6,49,1.25,gold,,,hand,,,
5,2499,2017,3,2,2,1,2,2,6,1.25,gold,,,hand,,,
2,2499,2017,4,5,2,2,4,1,2,1.25,gold,,,hand,,,
6,2499,2017,5,2,2,1,2,2,5,1.25,gold,,,hand,,,
2,2499,2017,6,6,6,1,6,6,2,1.25,gold,,,hand,,,
33,2499,2017,8,2,2,1,2,2,6,1.25,gold,,,hand,,,
25,2499,2017,10,33,8,4,18,1,2,1.25,gold,,,hand,,,
139,2501,2017,1,24,12,2,12,12,26,5.45,black,,,ducks,,,
51,2501,2017,2,139,23,6,48,1,24,5.45,black,,,ducks,,,
36,2501,2017,3,51,12,4,24,3,139,5.45,black,,,ducks,,,
38,2501,2017,4,36,18,2,24,12,51,5.45,black,,,ducks,,,
5,2501,2017,5,38,12,3,36,1,36,5.45,black,,,ducks,,,
15,2501,2017,6,5,1,3,2,1,38,5.45,black,,,ducks,,,
6,2501,2017,7,15,7,2,12,3,5,5.45,black,,,ducks,,,
7,2501,2017,8,6,3,2,4,2,15,5.45,black,,,ducks,,,
99,2501,2017,9,7,3,2,6,1,6,5.45,black,,,ducks,,,
19,2501,2017,10,99,19,5,48,12,7,5.45,black,,,ducks,,,
9,2502,2017,1,74,6,11,15,2,307,5.45,coloured,,,ducks,,,
3,2502,2017,2,9,3,3,6,1,74,5.45,coloured,,,ducks,,,
6,2503,2017,2,5,1,3,2,1,4,1.95,gold,,,ducks,,,
52,2503,2017,4,6,3,2,4,2,5,1.95,gold,,,ducks,,,
2,2503,2017,5,52,26,2,48,4,6,1.95,gold,,,ducks,,,
4,2503,2017,6,2,1,2,1,1,52,1.95,gold,,,ducks,,,
6,2503,2017,8,4,4,1,4,4,2,1.95,gold,,,ducks,,,
7,2503,2017,9,6,6,1,6,6,4,1.95,gold,,,ducks,,,
15,2503,2017,10,7,3,2,6,1,6,1.95,gold,,,ducks,,,
366,2505,2017,2,6,6,1,6,6,1,0.42,blue,,victorian,fabric,,,oval
12,2505,2017,3,366,183,2,360,6,6,0.42,blue,,victorian,fabric,,,oval
98,2505,2017,4,12,12,1,12,12,366,0.42,blue,,victorian,fabric,,,oval
54,2505,2017,5,98,16,6,24,2,12,0.42,blue,,victorian,fabric,,,oval
36,2505,2017,7,54,18,3,24,6,98,0.42,blue,,victorian,fabric,,,oval
3,2505,2017,8,36,18,2,24,12,54,0.42,blue,,victorian,fabric,,,oval
